Name,Phone Number,Feedback,Message,Timestamp,Duration(s),Initial Spoken To,Follow-up Status,Followup Message,Followup Timestamp,Follow-up Count,Follow-up Spoken To
Posh Boutique,9444074960,Follow Up,need to send details in wh,04-07-2025 12:31,84,,Not Picked,,07-07-2025 14:58,28,
AMMAN FASHION TAILORE,9176662467,Follow Up,need to send details in wh,04-07-2025 12:33,93,,Not Picked,,07-07-2025 15:00,84,
The Nestling store,8939397707,Follow Up,"need to send details in wh , he will check",04-07-2025 12:34,74,,Not Picked,,07-07-2025 15:01,32,
Tailor House Porur,9566158571,Not Picked,,04-07-2025 12:35,54,,Not Picked,,07-07-2025 15:02,52,
Jara Fashion Boutique,8015669743,Not Picked,,04-07-2025 14:26,91,,Not Picked,,07-07-2025 15:02,35,
Destiny (Fashion Boutique),9600799984,Not Picked,,04-07-2025 14:29,145,,Not Picked,out of service,07-07-2025 15:03,21,
Seasons Chennai,9710429000,Not Picked,,04-07-2025 14:30,50,,Not Interested,no requirement,07-07-2025 15:04,66,
Reethu Fashion Boutique & Tailoring,9677098355,Not Picked,,04-07-2025 14:31,51,,Not Picked,,07-07-2025 15:05,55,
Abinaya Boutique,9962058666,Not Picked,,04-07-2025 14:31,35,,Not Interested,no requirement,07-07-2025 15:06,47,
Vastrdee,9444446543,Not Picked,,04-07-2025 14:32,48,,Not Picked,,07-07-2025 15:06,18,
PRABHA FASHIONS,9500085433,Not Picked,,04-07-2025 14:33,44,,Not Picked,,07-07-2025 15:07,21,
Annai Mira Boutique,9940108692,Not Picked,,04-07-2025 14:34,48,,Not Picked,,07-07-2025 15:07,32,
ZLIO,8015881112,Not Picked,,04-07-2025 14:35,48,,Not Interested,no requirement,07-07-2025 15:08,62,
S Boutique - Velacherry,7305327738,Not Picked,,04-07-2025 14:36,50,,Not Picked,,07-07-2025 15:09,40,
Sangeetha Fashions,9840180125,Not Picked,,04-07-2025 14:37,40,,Not Picked,,07-07-2025 15:10,36,
Diya boutique,9597512948,Not Picked,,04-07-2025 14:38,53,,Not Picked,,08-07-2025 13:40,62,
"The Ravikkai Store, tailoring and boutique",9345170339,Not Picked,,04-07-2025 14:39,57,,Not Picked,,07-07-2025 15:12,63,
Naach Boutique and Premium Tailoring - Best Collections Boutique in Chennai,7904984144,Not Interested,no requirement,04-07-2025 14:40,69,,,,,0,
The Doss Company,8056193914,Not Picked,,04-07-2025 14:41,48,,Not Interested,no requirement,07-07-2025 15:13,46,
Yoga Boutique,8778926845,Not Picked,,04-07-2025 14:41,28,,Not Interested,no requirement we are busy,07-07-2025 15:14,49,
Kathir Alagan Boutique & Toys,9363632355,Not Picked,,04-07-2025 14:42,40,,Not Interested,no requirement,07-07-2025 15:16,113,
Akshaya11 Enterprises,7506899388,Not Picked,,04-07-2025 14:43,47,,Not Picked,,07-07-2025 15:16,21,
Kamala Dresses,9840027620,Not Picked,,04-07-2025 14:44,43,,Not Picked,,07-07-2025 15:17,33,
Shree Harsha Boutique,7845611886,Follow Up,"need to send details in wh, he will check the screen",04-07-2025 14:48,262,,Not Picked,,07-07-2025 15:17,18,
"RmKV Wedding Silks Sarees Shop Phoenix Market City, Velachery, Chennai | Bridal Sarees Collections | Lehenga Shop Chennai",6374761235,Follow Up,9840334101- need to contact this agency,04-07-2025 14:51,174,,,,,0,
BYG Designer Studio Bridal Boutique & Kids Couture,9940386616,Not Picked,,04-07-2025 14:52,63,,,,,0,
Amaira The Boutique,9150854327,Not Interested,,04-07-2025 14:53,23,,Not Picked,,07-07-2025 10:52,50,
Studio Sushma -boutique(Customised Outfit),8122179538,Not Interested,no requirement,04-07-2025 14:54,36,,,,,0,
Pranaya Boutique (Exclusive Women's Clothing Store),9043181802,Not Picked,,04-07-2025 14:54,20,,,,,0,
Blend and Weave Boutique,9940444806,Not Interested,no requirement,04-07-2025 14:55,39,,,,,0,
aarabi couture,9597247156,Follow Up,Lakshmi sundraam need to send details in wh,04-07-2025 14:56,97,,,,,0,
Thuriya's Boutique and Designer studio,9094155441,Not Picked,,04-07-2025 14:57,58,,,,,0,
Paavai fashion boutique,9841824539,Not Picked,,04-07-2025 14:58,30,,,,,0,
A to z Fashions,6379751546,Not Picked,,04-07-2025 14:59,50,,,,,0,
Vriksha Ladies Tailoring & Embroidery,7358356060,Not Picked,,04-07-2025 15:00,71,,,,,0,
Seetha's Boutique & Tailoring,7200155055,Not Picked,,04-07-2025 15:01,36,,,,,0,
Anikshya Bridal Designers...The Boutique,9025731033,Not Interested,no requirement,04-07-2025 15:04,204,,Not Picked,,07-07-2025 10:59,27,
Hiya Fashion's & Boutique,7299927172,Not Picked,,04-07-2025 15:05,29,,Not Picked,,07-07-2025 15:25,52,
Boutique Bougainvillea,9841075367,Follow Up,need to send details in wh,04-07-2025 15:06,82,,Not Picked,,07-07-2025 15:26,57,
Oyyaaram Boutique,9150194249,Not Picked,,04-07-2025 15:07,33,,Not Picked,,07-07-2025 15:26,17,
Stitch Z,9043078030,Not Picked,,04-07-2025 15:08,52,,Not Picked,,07-07-2025 15:27,31,
AB FASHIONS,8148633743,Not Picked,,04-07-2025 15:09,50,,Not Picked,out of service,07-07-2025 15:28,49,
Sree Colors Boutique,8125755578,Not Interested,no requirement,04-07-2025 15:10,50,,,,,0,
Pearl Stitch Boutique - Aari classes & Women wear stitching,9884523433,Not Interested,no requirement,04-07-2025 15:11,79,,,,,0,
Thayyiba Islamic Boutique,9841424235,Not Interested,"if need will call back, no requirement now",04-07-2025 15:13,77,,,,,0,
Madras Sarees (Online Boutique),7200268446,Not Picked,no requirement,04-07-2025 15:13,36,,Not Picked,,07-07-2025 15:29,37,
Posh Boutique,9962879152,Not Picked,,04-07-2025 15:14,33,,Not Interested,no requirement,07-07-2025 11:00,61,
VIVARSHA Boutique,7871710311,Not Picked,,04-07-2025 15:15,59,,Not Picked,,07-07-2025 15:29,26,
"Yara Designers - Designing, Tailoring & Embroidery Services Chennai",9080545038,Not Picked,,04-07-2025 15:17,101,,Not Interested,no,07-07-2025 15:30,22,
Breeze Boutique,7358489990,Not Picked,,04-07-2025 15:18,43,,Not Picked,,07-07-2025 15:30,44,
Fouress Boutique,9094122222,Not Picked,,04-07-2025 15:19,58,,Not Picked,no requirement,07-07-2025 15:31,53,
Dedee,9677135966,Not Picked,,04-07-2025 15:20,54,,Not Picked,,07-07-2025 15:33,69,
Krishkarthik Designer Boutique,8939026002,Not Interested,no requirement,04-07-2025 15:21,41,,Not Picked,,07-07-2025 10:23,27,
NAZA Boutique,9840119159,Follow Up,need to send details in wh,04-07-2025 15:23,163,,Not Interested,no requirement now,07-07-2025 15:34,49,
KRIYA BOUTIQUE,7397454181,Not Picked,,04-07-2025 15:24,40,,Not Interested,no requirement,07-07-2025 15:35,69,
Kardhana Designer Boutique,8438532333,Not Picked,,04-07-2025 15:26,83,,Not Interested,"no requirement , we already have digital marketing team",07-07-2025 15:36,53,
PIKBIG.COM - Ashok Nagar,9952648311,Not Picked,,04-07-2025 15:27,30,,Not Picked,,07-07-2025 15:37,46,
MAYA Boutique,9894825425,Not Picked,,04-07-2025 15:28,38,,Not Picked,,07-07-2025 15:38,63,
Amaze Boutique,9962079933,Not Picked,,07-07-2025 09:36,52,,,,,0,
VR Boutique,8248010241,Not Picked,,07-07-2025 09:36,28,,,,,0,
Adara Designer Boutique ( Designer Clothing Store & Ladies Tailoring),9884456113,Not Picked,,07-07-2025 09:37,15,,,,,0,
Miss and Mrs Collection,7200027986,Not Picked,,07-07-2025 09:38,70,,,,,0,
Yuvaa's Fashion World,9840113306,Not Picked,,07-07-2025 09:39,53,,,,,0,
LemonQ Boutique & Silk Sarees,9553366262,Not Picked,out of service,07-07-2025 09:39,27,,,,,0,
Ayelin Boutique,9361602235,Follow Up,need to send details in wh,07-07-2025 09:41,122,,,,,0,
Ritzy Designer Boutique,9790807023,Not Picked,,07-07-2025 09:46,249,,,,,0,
Twin Boutique,9677001082,Not Picked,,07-07-2025 09:47,79,,,,,0,
Parinita - A Studio Boutique,9677113674,Not Interested,no requirement,07-07-2025 09:48,49,,,,,0,
Blush Boutique,9790873084,Follow Up,she needs to discuss with her partner,07-07-2025 09:51,184,,,,,0,
Amazing Tailors - Bridal Aari Embroidery Designers ( Amazing Boutique),7397437339,Not Interested,no requirement if need will call back,07-07-2025 09:55,243,,,,,0,
ReTrends Boutique,9884490269,Not Picked,,07-07-2025 09:56,33,,,,,0,
AKAL KRISH Designer Boutique,8220955377,Not Picked,,07-07-2025 09:57,31,,,,,0,
ShoSh,9789705649,Not Picked,,07-07-2025 09:58,54,,,,,0,
LOTUS BY LEMONQ,9553399370,Not Picked,,07-07-2025 09:59,37,,,,,0,
Ranjanas Boutique,9790753237,Follow Up,"bala kumar , need to send details in wh he will check",07-07-2025 10:01,101,,,,,0,
Hifi - Medavakkam Boutique | Women & Kids Casuals | Fitted Bedspreads | Nighties,7358501212,Interested,she will register soon,07-07-2025 10:04,200,,,,,0,
Sushdeva Clothing Boutique | Customized Tailoring/Stitching Services,7358768829,Interested,puspha,07-07-2025 10:09,245,,,,,0,
UA Boutique,9962640606,Not Interested,no requirement,07-07-2025 10:13,65,,,,,0,
Alankrutha boutique,9566673793,Follow Up,need to send details in wh,07-07-2025 10:15,132,,,,,0,
Nirandhara Fashion Studio,9840978559,Not Picked,,07-07-2025 10:16,68,,,,,0,
Stitch It Designer Studio,8056100667,Follow Up,need to send details in wh,07-07-2025 10:18,89,,,,,0,
JANGELS WOMEN'S ETHNIC WEAR,8056191358,Not Interested,no requirement,07-07-2025 10:22,74,,,,,0,
Vibha Fashion Designer Studio Pvt,9841604466,Not Picked,,07-07-2025 10:24,40,,,,,0,
Shree Boutique,8122173183,Not Picked,,07-07-2025 10:25,17,,,,,0,
J.J Sandhiya Boutique,8428939389,Not Picked,out of service,07-07-2025 10:25,19,,,,,0,
Joha A Devika Designer Studio,9941995505,Follow Up,"need to send details in wh , she in function",07-07-2025 10:27,94,,,,,0,
HR Boutique,7010575545,Not Picked,,07-07-2025 10:28,76,,,,,0,
Blousify.in,8778994050,Not Picked,,07-07-2025 10:29,41,,,,,0,
Ishanas Boutique -Kamarajapuram,9884040550,Follow Up,8825778930 - need to call this number,07-07-2025 10:30,76,,,,,0,
Poorna Boutique Pallikaranai,7305217150,Not Picked,,07-07-2025 10:32,82,,,,,0,
Fiore boutique,9790737595,Not Picked,,07-07-2025 10:33,51,,,,,0,
Shamini Aari Boutique,9840734371,Not Picked,,07-07-2025 10:34,48,,,,,0,
Sahara boutique,8248161704,Follow Up,need to send,07-07-2025 10:36,115,,,,,0,
Samskrithi Boutique,8220070044,Follow Up,need to send details in wh,07-07-2025 10:37,76,,,,,0,
PRAGA Boutique & Women's Collections,9176983183,Not Picked,,07-07-2025 10:38,64,,,,,0,
AYIL Designer & Embroidery Boutique,9944475785,Not Picked,,07-07-2025 10:39,28,,,,,0,
ILA STITCH BOUTIQUE,8825463379,Follow Up,she will check,07-07-2025 10:40,80,,,,,0,
Yukthi Boutique,6369122334,Not Picked,,07-07-2025 10:48,499,,,,,0,
Sri Moni's Fashion,9003796899,Not Picked,,07-07-2025 10:49,39,,,,,0,
Mayurii - Drape to Flaunt,8110029950,Not Picked,,07-07-2025 10:49,7,,,,,0,
Fabey Boutique,6379023466,Not Picked,,07-07-2025 10:50,15,,,,,0,
RP road Dwaraka Boutique,7358098332,Not Picked,,07-07-2025 10:50,38,,,,,0,
DYNASTY ELITE BRIDAL & LADIES TAILORING,9840064944,Not Picked,,07-07-2025 10:51,13,,,,,0,
ALL IS WELL WOMENS BOUTIQUE,9789868882,Not Interested,no requirement,07-07-2025 10:54,119,,,,,0,
Naza Boutique,9176619159,Not Interested,,07-07-2025 10:55,61,,,,,0,
BYG Designer Studio Bridal Boutique & Kids Couture,940386616,Not Picked,number invalid,07-07-2025 10:59,22,,,,,0,
Princess Bee Boutique & Parlour,6379796953,Not Interested,"no requirement, temporarily closed boutique",07-07-2025 11:02,99,,,,,0,
shree kalai boutique,7358155077,Not Interested,no requirement if need will call back,07-07-2025 12:07,83,,,,,0,
SRI SIKI boutique,8939396390,Not Picked,,07-07-2025 12:08,27,,,,,0,
? Zha - The Design Studio,9940114008,Follow Up,need to send details in wh,07-07-2025 12:09,77,,,,,0,
Subha boutique and fashion academy,9003026824,Not Interested,no requirement,07-07-2025 12:10,30,,,,,0,
Grandmart Clothing,7358098658,Not Picked,,07-07-2025 12:10,28,,,,,0,
Royal family salon and boutique,9043033653,Not Picked,,07-07-2025 12:11,53,,,,,0,
Hamdan Fashion,9940336618,Not Picked,,07-07-2025 12:12,55,,,,,0,
FASHION TEMPLE,9840182447,Not Interested,no requirement if need will call back,07-07-2025 12:14,95,,,,,0,
Style Union - Guduvancheri,9429692121,Not Picked,,07-07-2025 12:15,26,,Not Picked,,08-07-2025 11:37,13,
Rani Boutique,6383121473,Follow Up,"need to send details in wh , she will check the screen",07-07-2025 12:17,134,,,,,0,
A to Z Azhagi Women's Wear,9884707353,Not Picked,,07-07-2025 12:18,45,,,,,0,
VINAY CREATION Boutique & Customized Ladies Tailoring & Bridal Blouses,9940040334,Follow Up,need to send details in wh,07-07-2025 12:20,114,,,,,0,
Selvaa Advertising (V),9176055544,Interested,"details send them, and call back by 5pm today",13-01-2014 12:24,190,,Follow Up,Details Has Been Sent,11-09-2025 15:54,1,Selva
RK Aari Blouse Coaching Centre,9790945878,Follow Up,,07-07-2025 12:25,298,,,,,0,
Budget Fashions,9092709709,Not Picked,,07-07-2025 12:26,36,,,,,0,
Simba Signs (V),7358325425,Interested,call back by 5pm today. his name is Lawrence and he is intrested,13-01-2014 12:26,159,,Follow Up,he went out,11-09-2025 15:57,1,
Jeyam fashion and fancy store,8667233584,Not Picked,,07-07-2025 12:28,119,,,,,0,
"Perfect Menswear, Guduvancherry",9042871969,Not Picked,switched off,07-07-2025 12:28,22,,,,,0,
VARNAM Boutique,7904472956,Not Picked,,07-07-2025 12:29,75,,,,,0,
iStep Solutions Digital Marketing & IT Services (V),6369394600,Interested,"marketing agency name: praveen, send details and callback by 2pm, shows interest",13-01-2014 12:30,222,,Follow Up,not available,11-09-2025 15:58,1,
Stan outfit clothing and mobiles,8838251105,Not Picked,,07-07-2025 12:30,45,,,,,0,
ZAINAB THE ISLAMIC STORE,9884445504,Follow Up,need to send details in wh,07-07-2025 12:32,101,,,,,0,
Double Quotes Creatives (V),8610904318,Follow Up,"he doesn't have any campaigns but gave another contact compan muskets - rahul and pradeep, he told me to contact them for the campaigns. his name is deva, and send details to his mail id",07-07-2025 12:35,264,,,,,0,
BABA PUBLICATIONS (V),8778222181,Interested,he shows interest but might take few followups. his name is saravana. send details to his whatsapp,13-01-2014 12:41,343,,Follow Up,service not needed,11-09-2025 15:58,1,
Uniqwebtech (V),9171769969,Not Picked,not reachable,07-07-2025 12:42,29,,,,,0,
"ZUDIO - Guduvanchery, Chennai",8838055120,Not Interested,,07-07-2025 12:43,32,,,,,0,
Cloth House,9789883100,Not Picked,,07-07-2025 12:44,46,,,,,0,
Pandssa Web Media (V),8939491059,Follow Up,call him back by 3pm his name is pandian,07-07-2025 12:45,129,,,,,0,
Babyhug Store Chennai Guduvancheri,9730409115,Not Interested,no requirement,07-07-2025 12:45,45,,,,,0,
INI STYLEZ,8438992650,Not Picked,,07-07-2025 12:45,25,,,,,0,
Digital SEO (V),9283183983,Not Picked,,07-07-2025 12:46,63,,,,,0,
Ashvika aari embroidery/tailoring class and blouse design work & machine embroidery,7904349995,Not Interested,,07-07-2025 12:46,54,,,,,0,
MK Digital Flex Printing (V),7904083397,Follow Up,send details to his whatsapp.,07-07-2025 12:46,120,,,,,0,
MUFEEDA Al HIJAB STORE,9940446082,Not Picked,,07-07-2025 12:47,35,,,,,0,
Hansikaa feel beautiful,8903782881,Not Picked,,07-07-2025 12:48,47,,,,,0,
S.S Signature,9500986486,Follow Up,syed need to send details in wh,07-07-2025 12:50,129,,,,,0,
Brand Mascots India Pvt Ltd - Advertisement Company in Chennai | TV & Bus Ads | Cinema Advertising | Digital Ad Film Branding (V),9884739089,Follow Up,they like content creators. but will inform their clients about this. if he has na he ll contact me. send details to him his name is pradeep,07-07-2025 12:50,239,,,,,0,
Ramdev gift shop,9841236588,Not Picked,,07-07-2025 12:51,47,,,,,0,
Rasee Textiles,9952959981,Not Picked,,07-07-2025 12:52,54,,,,,0,
"Ramraj Cotton - Guduvanchery, Chengalpattu",9514743147,Not Picked,,07-07-2025 12:52,35,,,,,0,
VT PUSHPA GIFTS AND TOYS,9566332289,Not Interested,no requirement don't call back,07-07-2025 12:54,65,,,,,0,
Sai Boutique,6369385069,Not Picked,,07-07-2025 12:54,35,,,,,0,
GoVaV Digital Marketing (V),7845647400,Not Picked,not in service.,07-07-2025 12:55,15,,,,,0,
AKSHAYA KRISHNA BOUTIQUE,7892052631,Not Picked,,07-07-2025 12:55,51,,,,,0,
Jockey Exclusive Store,9600221128,Follow Up,"need to send details in wh , he will inform to manager",07-07-2025 12:58,169,,,,,0,
Divyabharathi | Digital marketing consultant (V),9791075479,Interested,she is really interested. she have campaigns for sekaran mall. send the details to her what's app,13-01-2014 12:59,271,,Not Picked,dint attend the call,11-09-2025 15:58,1,
Geekschip (V),7326540056,Not Picked,not allowed to call this numebr,07-07-2025 13:00,15,,,,,0,
Max,9150085548,Follow Up,need to send details in wh,07-07-2025 13:00,96,,,,,0,
TouchSign (V),9003011048,Not Interested,not doing outdoor advertising and not interested,07-07-2025 13:01,51,,,,,0,
Shivali Boutique,8754026667,Not Picked,,07-07-2025 13:01,59,,,,,0,
Cubicdesignz - Creative Performance Marketing Agency (V),8825721402,Not Picked,call back some other time,07-07-2025 13:02,40,,Follow Up,call him after 7,30-07-2025 16:29,53,
Chendur Advertising Agency (V),9384695559,Interested,send details to his whatsapp,13-01-2014 13:02,32,,Follow Up,details shared,11-09-2025 15:58,1,
Wanted fashion garments,9524646875,Not Picked,,07-07-2025 13:02,55,,,,,0,
SUMANGALI SILK HOUSE,9789815008,Not Interested,no requirement,07-07-2025 13:03,50,,,,,0,
New Selvakkani Textiles,9790847893,Not Picked,,07-07-2025 13:03,28,,,,,0,
Kids junction,9789883773,Follow Up,need to call tomorrow,07-07-2025 13:05,73,,,,,0,
Scorpion designs,8608304360,Not Picked,l,07-07-2025 13:06,48,,,,,0,
8 Spades Advertising Pvt. Ltd. (V),8939712888,Follow Up,send the details to her whatsapp her name is shiney. and it's and digital marketing company,07-07-2025 13:06,240,,Not Picked,,30-07-2025 17:33,0,
EC4you Digital Marketing (V),7010942474,Not Picked,call sometime later,07-07-2025 13:07,65,,,,,0,
Surya Sports Zone,9363210077,Follow Up,need to send details in wh,07-07-2025 13:07,93,,,,,0,
S.S Shopping,9884562207,Not Picked,,07-07-2025 13:08,25,,,,,0,
Digiman Marketing Seo - Google ads Agency | Seo services chennai (V),9080903121,Not Picked,cal latr,07-07-2025 13:08,44,,Interested,intrested,15-07-2025 16:53,421,
Adflu Advertising Services (V),9790392691,Not Picked,Not Picked,07-07-2025 13:11,191,,,,,,
D3Box Digital Marketing & Digital Academy (V),9840300235,Follow Up,he is currently not doing but interested he ll let his people know abt this. send details to his whatsapp,07-07-2025 13:17,341,,,,,,
Arvis Digital (V),8248503962,Follow Up,"aravind digital marketing company, send details to his whatsapp",07-07-2025 13:20,184,,Follow Up,,30-07-2025 17:33,0,
LinkPlux (V),8925065691,Not Interested,not interested. as she said she doesn't have any customers like that. if any she ll ping me,07-07-2025 13:29,115,,Not Interested,,30-07-2025 17:38,0,
Shrusti Ads (V),8122381787,Not Picked,cal some other time,07-07-2025 15:38,49,,Interested,send the details to his whatsapp. his name is ram,15-07-2025 17:24,200,
Joy Offset & Graphic Designer (V),9894325700,Follow Up,deepan call back by 5pm today. he is intrested,07-07-2025 15:41,154,,,,,0,
Spotmedia (V),9840309972,Interested,sivaji he is intrested. send details to his whatsapp,07-07-2025 15:44,223,,,,,0,
AURJUN GEM ADS (V),9840795858,Interested,gem ads he ll give me a call in 2 days. send details,07-07-2025 15:47,122,,,,,0,
BM ADS & Digital Marketing Company (V),9150008013,Interested,send the details to his whatsapp. he is interested his name is rinaldo,07-07-2025 15:51,250,,,,,0,
Mangoe Miss India (V),8667731319,Not Interested,,07-07-2025 15:51,6,,,,,0,
Dsignxt - Best Digital Marketing and Web development agency (V),7550027775,Follow Up,send details he ll check and let me know jos name is prashanth,07-07-2025 15:55,216,,Follow Up,,15-07-2025 16:31,13,
AMIGOWEBSTER | low cost website design (V),9445332233,Not Interested,web dev company so not interested,07-07-2025 15:55,15,,,,,0,
Goaldone Magic Digital Solutions (V),9176022693,Follow Up,it's very new for them. still asked me to send the details. they ll look into it and can get back to me,07-07-2025 15:59,209,,,,,0,
Social Hyp Digital Marketing Agency (V),6374146660,Interested,Tomrow meeting scheduled,07-07-2025 16:00,210,,Not Picked,,30-07-2025 17:45,0,
Paragon Digital Services Pvt. Ltd. (V),4440177400,Not Picked,,07-07-2025 16:00,7,,Not Picked,,30-07-2025 17:32,0,
Saijith Digital Marketing (V),7305741344,Follow Up,she ll cal back as she is traveling,07-07-2025 16:01,53,,Follow Up,,30-07-2025 16:15,0,
Reachscape (V),6382196415,Interested,he is interested. send him the details. his name is surendar,07-07-2025 16:06,285,,,,,0,
SME Digital - Digital Marketing Company in Chennai (V),9790980494,Not Picked,,07-07-2025 16:06,42,,,,,0,
I Remote Digital Marketing Agency and Training center | seo | best Digital Marketing classes online (V),8778200348,Not Picked,,07-07-2025 16:07,43,,,,,0,
Nex Gen Advertising agency (V),8827398827,Interested,send the details he is interested his name is bhuvanesh,07-07-2025 16:12,295,,Not Picked,,15-07-2025 16:15,0,
PickMyAd (V),9025722041,Not Interested,number does not exisit,07-07-2025 16:13,20,,,,,0,
W3Partner Technology (V),9176266386,Not Picked,,07-07-2025 16:13,46,,,,,0,
Iyyappan ads (V),7092266111,Not Picked,temp out of service,07-07-2025 16:14,14,,,,,0,
Revaa Digital Solutions (V),7010537405,Interested,suresh is intrested. asked for demo tomorw at 4pm,07-07-2025 16:17,159,,Follow Up,,30-07-2025 17:33,0,
Digital Maark (V),9940076628,Interested,send details. he is interested,07-07-2025 17:26,249,,,,,0,
Venkateswara LED Display (V),9840430656,Not Interested,led sceeen provider,07-07-2025 17:30,215,,,,,0,
Brand Printz (V),7604818886,Not Interested,call cut,07-07-2025 17:31,36,,,,,0,
"DigitasPro Technologies - Branding , Website Design & Digital Marketing Services & Company in Tambaram, Chengalpattu, Chennai (V)",6381309270,Not Picked,call somethothr time,07-07-2025 17:31,46,,,,,0,
Onedot Media Pvt Ltd (V),7338833838,Follow Up,asked me to send the details over the mail,07-07-2025 17:33,89,,,,,0,
OMR ECR Outdoor & Indoor Advertising Agency Moge Ads (V),9962764512,Interested,he is interested. send the details to his whatsapp,07-07-2025 17:40,427,,,,,0,
Google Ads Freelancer & Consultant (V),9500908914,Interested,send details he is willing to try out,07-07-2025 17:50,482,,,,,0,
Sivadharma Stores ( Udhayam ),9566067703,Not Picked,number is invalid,08-07-2025 10:21,26,,,,,0,
Jash Garment Store,6380255282,Not Interested,no requirement,08-07-2025 10:22,63,,,,,0,
LINGAM TEXTILES,7604946905,Follow Up,need to send details in wh,08-07-2025 10:23,87,,,,,0,
Chennai fashion,9444206655,Not Picked,,08-07-2025 10:24,59,,,,,0,
ME Fashion Ladies Tailoring&Tailoring class,9176863736,Not Interested,no need,08-07-2025 10:26,77,,,,,0,
Fancy Stories,9962364895,Not Picked,,08-07-2025 10:27,85,,,,,0,
Ramraj Cotton - Thiruporur,9080692147,Follow Up,he will inform to his management,08-07-2025 10:29,85,,,,,0,
Thoovi Handlooms,7904425386,Not Picked,switched off,08-07-2025 10:30,42,,,,,0,
Ramdev Textiles & Readymades,9940053027,Not Picked,not picked,08-07-2025 10:31,74,,,,,0,
CLASSY MEN WEAR,9940598431,Not Picked,out of t,08-07-2025 10:31,23,,,,,0,
YOAGA MITHRAN FANCY store & stationary,9500105242,Not Interested,no requirement,08-07-2025 10:33,77,,,,,0,
Reborn Bridal Studio And Beauty Academy Thirupporur,9940353160,Not Picked,out of service,08-07-2025 10:33,29,,,,,0,
Vasthra Vibrance (Boutique for Kurtis),8838540600,Not Picked,,08-07-2025 10:35,75,,,,,0,
SARAVANA MALAR NILAYAM,9629636645,Follow Up,need to send details in wh,08-07-2025 10:37,81,,,,,0,
Ajay mens wear,9566010595,Not Interested,no requirement,08-07-2025 10:38,57,,,,,0,
Butterflyy Design Studio,9940083326,Not Picked,,08-07-2025 10:39,53,,,,,0,
Sowjanya Silks,8778094992,Not Interested,no requirement,08-07-2025 10:40,51,,,,,0,
Adams Boutique,9677409662,Follow Up,9790296045 - ahmed need to inform to this person,08-07-2025 10:42,115,,,,,0,
Jockey Juniors Exclusive Store,9884556167,Not Interested,he is relieve the jockey,08-07-2025 10:44,103,,,,,0,
Jeba Store Thiruporur,9840377479,Not Interested,no requirement now,08-07-2025 10:45,64,,,,,0,
BROHOOD MEN'S WEAR,9790810686,Not Interested,no requirement,08-07-2025 10:46,45,,,,,0,
PRO Stylist Family Salon,9994361950,Follow Up,chitra will inform to management,08-07-2025 10:51,295,,,,,0,
Woodhead Creative (V),9840717144,Not Picked,,08-07-2025 10:52,26,,,,,0,
Achus Nuts&Dates,9962290284,Follow Up,9656562006 - have to inform this number,08-07-2025 10:54,173,,,,,0,
Diostudio (V),8525999666,Follow Up,cal him again by 12.,08-07-2025 10:54,135,,,,,0,
Sangeetha Gadgets - Thiruporur,8044464345,Not Picked,number is invalid,08-07-2025 10:54,25,,,,,0,
GSN Ads ( Sunpack Printing )( Outdoor Advertising Agency ) (V),9962403001,Follow Up,send details. but dint hear me well,08-07-2025 10:55,86,,Follow Up,,16-07-2025 13:23,0,
Prisma Store,7305951863,Not Picked,,08-07-2025 10:56,86,,,,,0,
Baleen Media (V),9566031113,Interested,she is asking for the direct meet. besant nagar,08-07-2025 10:57,115,,,,,0,
SG Gold Palace,9150816916,Follow Up,need to send details in wh,08-07-2025 10:58,105,,,,,0,
"Mahil Boutique (Pre Pleating , Draping & Tailoring)",9445889688,Not Picked,,08-07-2025 10:58,39,,,,,0,
The Cake Artist | Cakes and Desserts shop in thirupporur,7845157570,Not Picked,,08-07-2025 10:59,15,,,,,0,
A-SQUARE ADVERTISING & SERVICES (V),9789043429,Follow Up,alwin call him in lunch time,08-07-2025 10:59,91,,,,,0,
M M Tailours,6380802320,Follow Up,,08-07-2025 11:00,64,,,,,0,
"Tamil Matrimony, part of Matrimony.com group - Thiruporur",8929037424,Not Interested,no requirement,08-07-2025 11:01,68,,,,,0,
S Ads (V),9884126263,Interested,"he name is shamu, send her the details she is intrested",08-07-2025 11:03,230,,,,,0,
GREEN TRENDS UNISEX HAIR & STYLE SALON TIRUPORUR,9043859323,Follow Up,he will inform to his owner,08-07-2025 11:03,136,,,,,0,
SUMANGALI TEL,9551207759,Not Picked,,08-07-2025 11:04,26,,,,,0,
Eskimo Advertising Factory - Leading Ad Film Maker in Chennai | TV Commercial Ads | Digital Marketing | Product Photography (V),9841461631,Follow Up,content creating agency for ads. but still askd me to send him the details.,08-07-2025 11:05,125,,,,,0,
Fashion fancy,9884678085,Follow Up,need to send details in wh,08-07-2025 11:06,87,,,,,0,
Monisha bridal blouse Shop,9659745133,Not Picked,,08-07-2025 11:07,61,,,,,0,
Kerplunk Digital Marketing Agency in Chennai (V),8098999268,Follow Up,he is driving. send the details. he ll check and get back to me by evening.,08-07-2025 11:08,148,,,,,0,
THE CHEF CAKE,9597121696,Follow Up,need to send details in wh,08-07-2025 11:09,162,,,,,0,
DigiAdo Digital Marketing Agency (V),9894680234,Follow Up,madhan he ll call after 12.,08-07-2025 11:10,114,,,,,0,
